id,text,difficulty,category,status,group
w_e0204f710f,археологія,medium,science,core,
w_ebea749e47,архітектор,medium,professions,core,architect_root
w_d316a7fd21,асоціація,medium,abstract,reject,
w_3f60a0681e,аспірант,medium,school,core,
w_1b3ea5009f,аспірин,medium,body,core,
w_534a33c4f4,астма,medium,body,core,
w_afd42120f7,астронавт,medium,professions,core,astronaut_root
w_f47f4bf156,астрономія,medium,science,reject,
w_a5d8f6508b,атб,medium,brands,core,
w_7ef82ef84c,атеїст,medium,people,core,
w_c0cac4bf23,атестат,medium,school,core,
w_fb48c9eec5,атракціон,medium,games,core,
w_0f6a4e1b81,аудитор,medium,professions,core,aud
w_108420455c,аудиторія,medium,school,core,aud
w_e52f8714d6,аукціон,medium,events,core,
w_ae9ab952df,аутсайдер,medium,people,core,
w_467aa1c754,аутсорсинг,medium,work,core,
w_a8b14dbb0a,афера,medium,behavior,reject,
w_7ddac0dee9,ашан,medium,brands,core,
w_123c18149a,Баба-яга,medium,technology,core,
w_cfaba39269,бабине літо,medium,nature,core,
w_6ddb24d584,багажна стрічка,medium,travel,core,bagaj
w_6d9774de64,багажний візок,medium,travel,core,bagaj
w_3992d673dd,багатоповерхівка,medium,places,core,
w_01967afdb5,бажання,medium,emotions,reject,
w_9ddbb22c1e,базікання,medium,behavior,reject,
w_0b71529fd5,байка,medium,movies,core,
w_dbea804341,бакалавр,medium,school,core,
w_5dbbf4e0f9,бал,medium,events,core,
w_61c1cba4bb,балада,medium,music,core,
w_6be46c54c7,балакучість,medium,personality,reject,
w_9df4c294da,балик,medium,food,core,
w_643ed1abcc,Бангкок,medium,cities,core,
w_8e5accc3aa,бандеромобіль,medium,transport,core,
w_69f6ffcdfd,банкнота,medium,work,core,
w_dbdf882b34,бар'єр,medium,sports,core,
w_34031017e4,бардачок,medium,transport,core,
w_27edb41bff,барельєф,medium,movies,core,
w_e41ff0b87d,баржа,medium,transport,core,
w_cb1bb0d864,барикада,medium,society,core,
w_74c11f118b,бариста,medium,professions,core,
w_1152305e54,баритон,medium,music,core,
w_3e3a84e084,бароко,medium,history,reject,
w_06564a8e3d,барометр,medium,science,reject,
w_ff5ff53eee,барсетка,medium,clothing,core,
w_ee81b2676e,батарея,medium,home,core,bat
w_ce8c4744bd,баул,medium,travel,core,
w_98ff4885bd,бахіли,medium,clothing,core,
w_0133d3065a,безвихідь,medium,abstract,reject,
w_0949926dcb,беззахисність,medium,emotions,reject,
w_7fdb579c39,безліміт,medium,internet,core,
w_82b9096871,безрозсудність,medium,personality,reject,
w_7371c1df0f,безтактність,medium,behavior,reject,
w_d59236eafa,безтурботність,medium,personality,reject,
w_bb63144ea9,безцеремонність,medium,behavior,reject,
w_e98ad2bcb6,бейдж,medium,work,core,
w_304b62f7b5,бекап,medium,technology,core,
w_cc49741cb5,бенгальський вогонь,medium,holidays,core,
w_3206e33743,бенефіс,medium,events,core,
w_6ac3aaa2f8,бензовоз,medium,transport,core,
w_e174b746db,берці,medium,clothing,core,
w_79990693bb,бетонування,medium,actions,core,
w_4fabe04356,Бєлгород,medium,cities,core,
w_61d8c3e62e,бібліотека,medium,places,core,biblioteka
w_0617ac0ead,бігучий рядок,medium,tv,core,run
w_d239d79389,бій курантів,medium,holidays,core,
w_1b204f8580,біологія,medium,science,reject,
w_165d92b941,біометрія,medium,technology,core,
w_aaf1cdf464,біржа,medium,society,reject,
w_9b0d7cabd8,бісквіт,medium,food,core,
w_0dd390f4ec,благання,medium,behavior,reject,
w_a29c41e940,Благовіщення,medium,holidays,core,
w_923fe89fe4,блазень,medium,people,core,
w_8ddfd69732,блат,medium,behavior,reject,
w_fc7f03fc76,блекджек,medium,games,core,
w_5fe49eaf37,ближнє коло,medium,relationships,core,
w_0a45f710a6,блиск,medium,abstract,reject,
w_30e846679f,бліц-опитування,medium,tv,core,
w_cb7ec075a8,блогер,medium,professions,core,
w_612a732b2f,блокбастер,medium,movies,core,
w_d986a61685,блокування,medium,actions,core,
w_10384cb015,бмв,medium,brands,core,
w_89319b3e45,бобслей,medium,sports,core,
w_faa460aea8,бодібілдер,medium,professions,core,body
w_110dafa968,бойкот,medium,society,reject,
w_0c162a0aaf,бойлер,medium,home,core,
w_8ac1ff70ec,бомбардир,medium,sports,core,
w_6e2970d5a9,бондар,medium,professions,core,
w_b30e24bcb2,бортове харчування,medium,travel,core,
w_759c9912c1,бот,medium,internet,core,
w_310a623ffe,боярин,medium,history,reject,
w_42af45f6fc,брага,medium,drinks,core,
w_541a3f7eb1,брекети,medium,body,core,
w_fd9e0c8fd9,бродіння,medium,actions,core,
w_d415e19c19,брокер,medium,professions,core,
w_a305a6a799,будильник,medium,home,core,
w_09ed4cbb1f,будинок престарілих,medium,places,core,house
w_35c1d11e32,буженина,medium,food,core,
w_643e419e86,буксир,medium,transport,core,
w_e7a83a7a13,бумеранг,medium,games,core,
w_3f55963ed8,бунгало,medium,travel,core,
w_d68475f76c,бунт,medium,events,core,
w_df86148090,бурчання,medium,behavior,reject,
w_0aad6f2064,бурштин,medium,nature,core,
w_106af41c46,бутафорія,medium,movies,core,
w_e0fa257b23,ва-банк,medium,games,core,
w_9a967b9f33,вагова категорія,medium,sports,core,
w_de0fe8445e,важіль,medium,science,reject,
w_7f90b2f6c0,вайбер,medium,brands,core,
w_365cf41f0b,вакуум,medium,science,core,
w_f0a932abe9,вакцина,medium,science,core,
w_a5f009319a,валет,medium,games,core,
w_abb0ef327a,валторна,medium,music,core,
w_a8a50f1131,валюта,medium,work,core,
w_2b8be7dbe6,вандалізм,medium,behavior,core,
w_f10d6c71d2,варвар,medium,history,reject,
w_2fa662506b,васал,medium,history,reject,
w_65dbd5415f,вахта,medium,work,core,
w_e18354b10c,вдівець,medium,family,core,vdova
w_476d15f568,вдова,medium,family,core,vdova
w_282dc2324a,вебінар,medium,internet,core,
w_5101b5afd7,вегетаріанець,medium,people,core,
w_7753a06769,велетень,medium,people,core,
w_a1a694310b,великий вибух,medium,science,core,
w_25e29fb2c5,велич,medium,abstract,reject,
w_df9005250c,велопробіг,medium,events,core,velo
w_a93bb8f88c,вена,medium,body,core,
w_c87d426e3e,вередливість,medium,personality,reject,
w_e3fef83d7d,верифікація,medium,internet,core,
w_5f9f00e6cb,вермут,medium,drinks,core,
w_efd5dece40,вернісаж,medium,events,core,
w_67034fbe17,верстак,medium,tools,core,
w_61b86fd3fd,верф,medium,places,core,
w_40f5ff4546,верховна рада,medium,society,core,
w_721979059d,вестерн,medium,movies,core,
w_737663231f,ветеран,medium,people,core,
w_7efd53f822,ветеринар,medium,professions,core,
w_f7b6f74cbd,взаємовиручка,medium,relationships,reject,
w_f1edaea946,взаєморозуміння,medium,relationships,reject,
w_49390f7908,вибір,medium,abstract,reject,
w_04e18010c2,виверження,medium,events,core,
w_5fb9b010b7,виверт,medium,behavior,reject,
w_44f7e6930a,вигадка,medium,abstract,reject,
w_276528e590,вигнанець,medium,people,core,
w_7f459f1f82,видавець,medium,professions,core,
w_cafae9b81e,видобуток,medium,actions,core,
w_0d18aec5d4,викладач,medium,professions,core,
w_12e535852d,виклик,medium,abstract,reject,
w_96d8917e37,викриття,medium,actions,core,
w_186eaebb73,викуп нареченої,medium,holidays,core,
w_36203c6142,вимагання,medium,actions,core,
w_9307e019c0,вимикач,medium,home,core,
w_9cdc7f1f43,вимирання,medium,science,core,
w_5a2f81bbee,винагорода,medium,abstract,reject,
w_81cd30475a,винахідник,medium,professions,core,
w_0e2c81c57a,винищувач,medium,transport,core,
w_69301307c3,виняток,medium,abstract,reject,
w_aef7c90b63,випадок,medium,abstract,reject,
w_6e4285e756,виправдання,medium,behavior,reject,
w_bd8869d3f1,випробування,medium,actions,core,
w_11b77977ec,вир,medium,nature,core,
w_4aa1366a2e,висівки,medium,food,core,
w_fc6429494c,виснаженість,medium,emotions,reject,
w_72989ca6a8,високий сезон,medium,travel,core,
w_eeae6abc32,виставка,medium,events,core,vystava
w_242d36f7a9,виступ,medium,events,core,
w_4be73f7ddb,витівка,medium,behavior,reject,
w_ee6b1f9733,витонченість,medium,personality,reject,
w_50e4ae3305,витрати,medium,work,core,
w_fc04b27cf6,витримка,medium,personality,reject,
w_79e316f8fa,витяжка,medium,home,core,
w_4c4d911358,вихователь,medium,professions,core,
w_7572f61352,вишибала,medium,professions,core,
w_5283f72c21,відбивна,medium,food,core,
w_0692e8033a,відбійник,medium,transport,core,
w_940dc281d9,відвар,medium,drinks,core,
w_edbef8cf3e,відвертість,medium,personality,reject,
w_729de135f9,відгул,medium,work,core,
w_64341b3ae3,віддалення,medium,relationships,reject,
w_999f5575ef,відеоспостереження,medium,technology,core,
w_cebb9ef782,віджет,medium,internet,core,
w_8a48c91ec7,відкат,medium,behavior,reject,
w_aff13021c4,відкинутість,medium,emotions,reject,
w_fb6b796377,відкритий шлюб,medium,relationships,reject,
w_7b18d562bb,відлинювання,medium,behavior,reject,
w_f637b14c28,відмазка,medium,behavior,reject,
w_1ce9a7be9b,відмивання,medium,actions,core,
w_5c20434b3d,відомість,medium,work,core,
w_1c21b0af9b,відплата,medium,abstract,reject,
w_84d2161c70,відпочинок,medium,travel,core,
w_c4606e5441,відрахування,medium,school,core,
w_0e6c07516f,відставка,medium,society,reject,
w_1463619452,відстороненість,medium,emotions,reject,
w_050ec2d0e0,відчуження,medium,relationships,reject,
w_72498f5365,Візантія,medium,history,reject,
w_6ee1814838,Вільнюс,medium,cities,core,
w_db5d2cba62,вінчання,medium,holidays,core,
w_d57314e9ce,вінчик,medium,home,core,vinok
w_1e59fa08d3,віолончель,medium,music,core,
w_7b9c6a8a1b,віртуальна реальність,medium,technology,core,
w_991a47b408,вітраж,medium,movies,core,
w_d7c638131f,вітрина,medium,home,core,
w_674d396c4a,віч-на-віч,medium,relationships,core,
w_7661a80256,вічність,medium,abstract,reject,
w_ec05236435,вогнище,medium,nature,core,
w_905ceb77df,водафон,medium,brands,core,
w_e73543c839,вододіл,medium,nature,core,
w_0cfcd7dd75,водосховище,medium,places,core,
w_faaec57d6e,возз'єднання,medium,relationships,reject,
w_26373d64e0,вокал,medium,music,core,vokal
w_766364d927,волонтер,medium,people,core,
w_b686041dd7,вольт,medium,science,reject,
w_cebaaa53bf,воля,medium,abstract,reject,
w_351c8c69c4,ворожіння,medium,actions,core,
w_bd7cc6987a,вплив,medium,abstract,reject,
w_ba6802d0dd,враження,medium,abstract,reject,
w_f34f9cd588,вразливість,medium,personality,reject,
w_c08aea64e8,все включено,medium,travel,core,
w_51582bc078,вседозволеність,medium,behavior,reject,
w_7fdab08f69,всесвіт,medium,science,reject,
w_e9516faff4,втрата,medium,abstract,reject,
w_f086beeaba,втручання,medium,behavior,reject,
w_6df9ae381d,вуаль,medium,clothing,core,
w_309f0ffc1e,вуглекислий газ,medium,science,core,
w_f5d6588844,вуглець,medium,science,reject,
w_2e893fe7b3,вульгарність,medium,personality,reject,
w_000e1a151c,гаджет,medium,technology,core,
w_7bcca15681,галактика,medium,science,core,
w_be906b1681,галерея,medium,places,core,
w_65e8cc5728,гальорка,medium,movies,core,
w_dac346b983,галявина,medium,nature,core,
w_fb4bb6456c,гама,medium,music,core,
w_f5b6173028,гамбіт,medium,games,core,
w_0d00f8050d,ганьба,medium,abstract,core,
w_4d05134c86,гармонія,medium,abstract,core,
w_a20aa26aec,гейзер,medium,nature,core,
w_f24fc774ae,Геловін,medium,holidays,core,
w_c33340d4b2,генератор,medium,technology,core,
w_d4fd4d393f,генетика,medium,science,reject,
w_3e922fe12b,геній,medium,people,core,
w_5a8aa1974d,географія,medium,science,reject,
w_12a843a987,геолог,medium,professions,core,geo
w_09f43c67c3,геолокація,medium,internet,core,geo
w_87618245e6,героїзм,medium,personality,core,
w_94019aae6d,герой,medium,people,core,
w_f6f1fc2e6d,гирло,medium,nature,core,
w_09502ac0d1,гібрид,medium,transport,core,
w_0d2baf72e4,гігієна,medium,science,core,
w_978580f67a,гідність,medium,abstract,reject,
w_a93d5c2d02,гідроцикл,medium,transport,core,
w_14b52e4964,гільдія,medium,history,reject,
w_e7eb1a0a70,гімн,medium,music,core,
w_e684113f0e,гінеколог,medium,professions,core,
w_f6451f3596,гіпноз,medium,abstract,core,
w_36e3b5ef83,гіроскоп,medium,technology,core,
w_0618150b02,глазур,medium,food,core,
w_6cd3dd0597,глобальне потепління,medium,science,core,
w_3d203b8e04,глово,medium,brands,core,
w_d6ccdf211b,глушник,medium,transport,core,
w_87bb41a575,глютен,medium,food,core,
w_2c36daf3d1,глядач,medium,people,core,
w_408997f0de,ГМО,medium,science,reject,
w_df5378f9a1,гнітючість,medium,emotions,reject,
w_e8a32176d2,головоломка,medium,games,core,
w_4a76fa447c,Гонконг,medium,cities,core,
w_e4ac85f2b7,гонорар,medium,work,core,
w_a9a6c00197,гонщик,medium,professions,core,
w_f6ff580e37,гордість,medium,emotions,reject,
w_213897bde3,горище,medium,home,core,
w_884a7bcc00,гормон,medium,science,reject,
w_63f74e59d7,госпіталізація,medium,actions,core,
w_921dcb9542,гостина,medium,relationships,reject,
w_79eff9b268,Гостомель,medium,cities,core,
w_b53096acb4,готика,medium,history,reject,
w_d200d2dd99,гравюра,medium,movies,core,
w_bb6491510a,граматика,medium,school,core,
w_223399bed5,грамофон,medium,music,core,
w_0e03745dc9,графин,medium,home,core,
w_edfb621e08,графік,medium,work,core,
w_1f4c34ad86,графіті,medium,movies,core,
w_7dffb47bed,гризун,medium,animals,core,
w_29349acac6,гріх,medium,abstract,reject,
w_13b9b52682,гуакамоле,medium,food,core,
w_d4ae182946,гумор,medium,abstract,reject,
w_aae2ff3229,ГУР,medium,society,core,gur_root
w_e88b0e0c82,гурман,medium,people,core,
w_9ed2b93783,дайвінг,medium,sports,core,
w_1d9c412715,далекобійник,medium,professions,core,
w_ed18d9d478,дань,medium,history,reject,
w_4af5c950c5,дванадцять страв,medium,holidays,core,
w_a31bb8e60b,двійник,medium,people,core,two
w_20186820a0,двомісний номер,medium,travel,core,
w_533d646b4a,дворецький,medium,professions,core,
w_49fa691c6f,двофакторка,medium,internet,core,
w_4988bb42b3,двоюрідна тітка,medium,family,core,cusin
w_2091014847,двоюрідний дядько,medium,family,core,cusin
w_27b2b382c1,дебати,medium,society,reject,
w_3823474ad3,дебош,medium,behavior,reject,
w_a8decf532b,дебют,medium,movies,core,
w_fd019e12d2,дегустатор,medium,professions,core,
w_1ce2df7ba2,дедлайн,medium,work,core,
w_371d5b3273,дезінфекція,medium,science,core,
w_a073a9f7cf,декорація,medium,movies,core,
w_d4cbed7585,декрет,medium,work,core,
w_651b8e9ea9,делікатність,medium,personality,reject,
w_93bc2b9a10,демократія,medium,society,reject,
w_c3eefbcf30,День знань,medium,holidays,core,day
w_afba4c29ce,депозит,medium,work,core,
w_7554594c0d,дерматолог,medium,professions,core,
w_fa1f2ebe91,десантник,medium,professions,core,
w_8984b2f849,детектив,medium,professions,core,
w_e61a855445,дефібрилятор,medium,technology,core,
w_56900a8b15,джекпот,medium,games,core,
w_1aa70c78c1,джентльмен,medium,people,core,
w_0fa5ad7aea,джерело,medium,nature,core,
w_43f1a1324d,джетлег,medium,travel,core,
w_72e2b187c0,дивак,medium,people,core,dyvan
w_197118435c,диво,medium,abstract,core,
w_5fe10f5652,дикобраз,medium,animals,core,
w_b9a8a8158f,диктофон,medium,technology,core,
w_92e5cdbd77,дилема,medium,abstract,reject,
w_7199304fd8,динаміка,medium,abstract,reject,
w_c5cde370c7,династія,medium,history,reject,
w_6fee550906,динозавр,medium,animals,core,
w_e9b161d07b,диплом,medium,school,core,
w_d9820bcdcf,диригент,medium,professions,core,
w_bba1f932fc,дирижабль,medium,transport,core,
w_9e37ecebf1,дирокол,medium,tools,core,
w_77e461f3fa,дисертація,medium,school,core,
w_96af4f8c44,дискета,medium,technology,core,
w_0ad76a80fb,дискомфорт,medium,emotions,reject,
w_1a241a9891,дискусія,medium,relationships,core,
w_42d50f6b70,диспансер,medium,places,core,
w_747c19dc62,дистанція,medium,work,core,
w_ba29a858e2,дисциплінованість,medium,personality,reject,
w_c90a223b04,дитячий будинок,medium,places,core,kid
w_6af5b9035a,діабет,medium,body,core,
w_8412a71277,діагностика,medium,actions,core,
w_0490b14d46,діадема,medium,clothing,core,
w_5081256432,діалог,medium,relationships,core,
w_10ff00bb3c,діамант,medium,nature,core,
w_10d216d75e,діаспора,medium,people,core,
w_40eeed0ab4,дієтолог,medium,professions,core,
w_12feab65bd,діловитість,medium,personality,reject,
w_71070ea99c,довіра,medium,relationships,reject,
w_1d8a9d9ff1,дозиметр,medium,science,core,
w_a47ab09d73,доказ,medium,society,reject,
w_f49e2b3e9f,долина,medium,nature,core,
w_1c9bc474b9,доля,medium,abstract,reject,
w_e94d22cd58,домагання,medium,behavior,reject,
w_3eab55dc8d,домкрат,medium,tools,core,
w_3361cd657d,домовленість,medium,relationships,reject,
w_0632984d08,домофон,medium,technology,core,
w_bb389115de,донат,medium,internet,core,
w_7d183b94f3,Донецьк,medium,cities,core,
w_359494e298,донорство,medium,actions,core,
w_8f58323ff7,донос,medium,behavior,reject,
w_76ff049b72,допит,medium,actions,core,
w_4c1519988e,допінг,medium,sports,core,
w_46b37be8ad,доповідь,medium,school,core,
w_0694b274fd,доповнена реальність,medium,technology,core,
w_548ff1262a,досвід,medium,abstract,reject,
w_dd9fb050a8,дослідник,medium,professions,core,
w_6af1098b8e,досягнення,medium,abstract,reject,
w_661006289d,дохід,medium,work,core,
w_fed0839008,доцент,medium,professions,core,
w_3dab6a8f7f,дракон,medium,animals,core,
w_ee861e959f,драма,medium,movies,core,
w_13a3ddb55f,дратівливість,medium,personality,reject,
w_940db4e3f8,дрес-код,medium,work,core,
w_40634ff914,дрібниця,medium,abstract,core,
w_fe897dc153,дріт,medium,home,core,
w_c34ea25143,дрон,medium,technology,core,
w_155d288c85,другий шанс,medium,relationships,reject,
w_cc813a6d80,дружба з користю,medium,relationships,reject,
w_b2ccb3824f,дружелюбність,medium,personality,reject,
w_2cad1818c4,дублер,medium,people,core,
w_21962f4768,дублянка,medium,clothing,core,
w_98a1aa18ad,дуель,medium,actions,core,
w_2066e544a7,дух,medium,abstract,reject,
w_513712ead1,духовка,medium,home,core,
w_03cd3d1c1d,душа,medium,abstract,core,
w_bcda81ba0f,дюбель,medium,tools,core,
w_8704b82bb7,екзамен,medium,school,core,
w_2359ed975d,екзоскелет,medium,technology,core,
w_92eb36c947,екіпаж,medium,transport,core,
w_0b61707836,екологія,medium,science,reject,
w_dfc04ff772,економіка,medium,society,reject,
w_43b8a56e3a,економія,medium,work,core,
w_c08cba299c,Екофлоу,medium,brands,core,
w_e807d60fc5,ексклюзив,medium,tv,core,
w_f5f395da2c,екскурсія,medium,travel,core,
w_f75ab4f325,експедиція,medium,travel,core,
w_e6a2702e12,експерт,medium,people,core,ekspert
w_17976d6c22,експонат,medium,places,core,
w_f1fc5d2b24,експорт,medium,work,core,ekspert
w_076cce2ea0,екстрене включення,medium,tv,core,
w_d1bc4df647,екстрим,medium,events,core,
w_4b78cccf8c,ексцентричність,medium,personality,reject,
w_eeee34e05d,елеватор,medium,places,core,
w_a2ec72ff3a,елегантність,medium,personality,reject,
w_6482810830,електрика,medium,science,reject,
w_760853e344,еліта,medium,people,core,
w_72746fd48c,ембріон,medium,science,reject,
w_990a7bac23,емоція,medium,emotions,reject,
w_19e9be1d9c,енергія,medium,abstract,core,
w_9ed91fc4a3,енциклопедія,medium,school,core,
w_bdd102b334,епатаж,medium,behavior,reject,
w_5a73875487,епідемія,medium,events,core,
w_ca49585aec,епілог,medium,movies,core,
w_5d75893c53,епоха,medium,history,reject,
w_a58400298d,есе,medium,school,core,
w_c45ecaba75,ескіз,medium,movies,core,
w_13b5f58d3b,естакада,medium,places,core,
w_2ee5d42bae,естафета,medium,sports,core,
w_3665a8ae2d,еталон,medium,abstract,core,
w_42881d7002,етап,medium,abstract,reject,
w_f7bc604912,етюд,medium,music,core,
w_819a7d06f7,ехо,medium,nature,core,
w_0871a3baf6,євробачення,medium,events,core,
w_d1fd9c92f6,євросоюз,medium,society,reject,
w_8c532beba1,єгер,medium,professions,core,
w_5135e1920b,єдинак,medium,family,core,
w_a67d8e0be6,єдиноріг,medium,animals,core,
w_5a57991338,єдність,medium,abstract,core,
w_767ec65736,єпископ,medium,professions,core,
w_4608a7a9da,єхидство,medium,behavior,reject,
w_29c0b4b32a,жага,medium,emotions,reject,
w_3ff6bd2534,жадоба,medium,emotions,reject,
w_5a0c95e0d7,жанр,medium,movies,core,
w_a5b18936ce,жвавість,medium,personality,reject,
w_7f64d8dee6,Женева,medium,cities,core,
w_3b323224b7,жердина,medium,sports,core,
w_1e89ff2fdc,жереб,medium,abstract,core,
w_76e3e9a5ab,жеребкування,medium,games,core,
w_c26534a687,жертва,medium,people,core,
w_0ca10df4a7,жертовність,medium,relationships,reject,
w_d2fbe61195,жест,medium,actions,core,
w_6b68fc3774,жетон,medium,games,core,
w_45a88bb8bb,живопис,medium,movies,core,
w_8377d452fb,Житомир,medium,cities,core,
w_d2cea978a7,жнива,medium,actions,core,
w_8930148581,жокей,medium,professions,core,
w_6688ea822e,жорстокість,medium,personality,reject,
w_aa13f297be,жрець,medium,history,reject,
w_df28029d10,жульництво,medium,behavior,reject,
w_36900c40d3,журі,medium,people,core,
w_1a787a1b96,журналіст,medium,professions,core,jurnal
w_d7c8f67bef,з'їзд,medium,events,core,
w_09ab99b08e,з'ясування стосунків,medium,relationships,reject,
w_a5aabaa52c,забіг,medium,sports,core,
w_c769c91471,забобон,medium,abstract,reject,
w_9b0097277e,забруднення,medium,science,core,
w_127a3c22e5,забування,medium,actions,core,
w_1d6ded4320,заведеність,medium,emotions,reject,
w_166e166e1b,завзятість,medium,personality,reject,
w_ae736d1c68,завмирання,medium,emotions,reject,
w_7a7347b0de,загадка,medium,games,core,
w_b2550d76c8,загроза балістики,medium,events,core,
w_0eb9abae2d,заздрість,medium,emotions,reject,
w_d1b1e20c79,заінтригованість,medium,emotions,reject,
w_b3251eacfb,заїкання,medium,body,core,
w_44fe4bfdba,зайнятість,medium,society,core,
w_e8a466eef2,закадровий голос,medium,tv,core,
w_388ea9253b,закваска,medium,food,core,
w_382b489aaa,заклепочник,medium,tools,core,
w_4fb74f9a38,заклинання,medium,actions,core,
w_096ffe2e36,заклопотаність,medium,emotions,reject,
w_30e9e96e76,закон,medium,society,reject,
w_3fb4d07e65,закрийте небо,medium,society,core,closed
w_63e3ef9225,залагодження,medium,relationships,reject,
w_91007046d6,замах,medium,events,core,
w_81932c5886,замилування,medium,emotions,reject,
w_7d01ef800a,занедбаність,medium,emotions,reject,
w_b869f6582b,занепад,medium,abstract,reject,
w_228880718a,занепокоєння,medium,emotions,reject,
w_9e0dbea590,зануда,medium,people,core,
w_aa2b7b700d,запам'ятовування,medium,actions,core,
w_8d10e705e2,запаморочення,medium,body,core,
w_5a94ac259e,запасний,medium,sports,core,
w_53e0f4a151,заплава,medium,nature,core,
w_5f7bfa928c,заплив,medium,sports,core,
w_37cf2306ce,запобіжник,medium,technology,core,
w_fa93c77a35,запонки,medium,clothing,core,
w_621991f988,Запорозька Січ,medium,history,core,
w_90a316f46b,зара,medium,brands,core,
w_96ee891dd0,заробітчанин,medium,people,core,
w_07b463e986,зарозумілість,medium,personality,reject,
w_2d972e0b96,зарубіжжя,medium,travel,core,
w_0be8b81bfa,засідка,medium,actions,core,
w_328ffaae1f,засліплення,medium,emotions,reject,
w_b81af7ea3a,засновник,medium,people,core,
w_f73e95ac12,застава,medium,work,core,zastava
w_a9be157388,заступництво,medium,relationships,reject,
w_fed54b67ac,затемнення,medium,science,reject,
w_914d3ab7fe,затиснутість,medium,emotions,reject,
w_7c10a1f3cb,захоплення,medium,emotions,reject,
w_a00387ff48,зацикленість,medium,emotions,reject,
w_9300950fd0,зачарування,medium,emotions,core,
w_ccab1974d7,збиток,medium,work,core,
w_df948c1ea3,збіг,medium,abstract,reject,
w_ea451c1a46,збір на Мавік,medium,internet,core,mavic_root
w_db484bc8d9,збірна,medium,sports,core,
w_bfb3f86db9,збудження,medium,emotions,reject,
w_06042b8747,збурення,medium,emotions,reject,
w_1a75a1d9b5,зв'язок,medium,abstract,reject,
w_e0811fc719,зведена сестра,medium,family,core,brat
w_c21aa64666,зведений брат,medium,family,core,brat
w_8ad7b97059,зверхність,medium,personality,reject,
w_70ef14b5b7,звичка,medium,behavior,reject,
w_fed352e0d3,звіт,medium,work,core,
w_8dcb6bc3ff,зволікання,medium,behavior,reject,
w_5e0478ae2a,зволожувач,medium,home,core,
w_7fca0a485c,здібність,medium,personality,reject,
w_54a215b531,здоровий глузд,medium,abstract,reject,
w_d26706dac8,зелений коридор,medium,travel,core,
w_039ea48270,землетрус,medium,nature,core,zemla
w_0197422bc1,землянка,medium,places,core,zemla
w_0cafac5cd1,земноводне,medium,animals,core,
w_9abd32abf7,зеніт,medium,nature,core,
w_aece08e875,зізнання,medium,actions,core,
w_7277238dba,зіниця,medium,body,core,
w_d1586967ce,зламування,medium,actions,core,
w_20901110b6,злорадство,medium,emotions,reject,
w_df27e69eee,змагання,medium,sports,core,
w_ce96e95edd,зміст,medium,abstract,reject,
w_dada9a993c,знаменитість,medium,people,core,
w_8d81cfb2c2,знахар,medium,professions,core,
w_d00a572a3e,знахідка,medium,abstract,reject,
w_34064e31cc,значення,medium,abstract,reject,
w_6f4492dacf,зневага,medium,emotions,reject,
w_156a3923fb,знемога,medium,emotions,reject,
w_f28f53b1d0,знеохочення,medium,emotions,reject,
w_fd13375dbc,знесення,medium,actions,core,
w_7aaf4220a6,зникаючі повідомлення,medium,internet,core,
w_5609b53e22,ЗНО,medium,school,core,
w_0f2aa54d57,знущання,medium,behavior,reject,
w_aa46b1545b,золовка,medium,family,core,
w_6d4bb53f52,золота середина,medium,abstract,core,swamp_gold
w_f33509f0ee,золото,medium,nature,core,swamp_gold
w_5f043794a2,зона відчуження,medium,places,core,
w_1f9b450c2a,зоолог,medium,professions,core,
w_c32d10c133,зрадливість,medium,relationships,reject,
w_cb31bdf6c1,зрілість,medium,personality,reject,
w_0ae869d51e,зсув,medium,nature,core,
w_25b10b03d4,зчеплення,medium,transport,core,
w_f427acd886,іван-чай,medium,drinks,core,ivan
w_4262d9b363,Івано-Франківськ,medium,cities,core,ivan
w_59c187d494,ігровий кубик,medium,games,core,
w_bde1910611,ідеал,medium,abstract,reject,
w_315f03e78c,ізольованість,medium,emotions,reject,
w_b2c6240111,ізолятор,medium,science,core,izolenta
w_17462f9405,ілюзія,medium,abstract,reject,
w_ef72e83b6a,ілюстрація,medium,movies,core,
w_67795fc23a,імідж,medium,work,core,
w_35daa980df,імітація,medium,actions,core,
w_0b1157b927,імперія,medium,history,reject,
w_9fe3491f46,імпорт,medium,work,core,
w_156b377524,імпресіонізм,medium,movies,reject,
w_48964ae676,імпульсивність,medium,personality,reject,
w_356423d2bd,інавгурація,medium,society,core,
w_34befcbeb5,інвентаризація,medium,work,core,
w_f71da34ff3,інвестор,medium,professions,core,
w_14230bbee8,інгредієнт,medium,food,core,
w_4449bf0a6a,індивідуальність,medium,personality,reject,
w_49b5728080,інженер,medium,professions,core,
w_391fb2f262,ініціатива,medium,abstract,reject,
w_3a8e24bad8,інкасатор,medium,professions,core,
w_5c7787b901,інкогніто,medium,internet,core,
w_9bc737e9aa,інкубатор,medium,science,reject,
w_58f58a1d47,інспектор,medium,professions,core,
w_6b30b5ddf3,інструкція,medium,work,core,
w_65e9ecc305,інструмент,medium,tools,core,
w_9b7042c0c9,інтелект,medium,personality,reject,
w_e58e0fd1c9,інтерактив,medium,tv,core,
w_4d36cebece,інтерв'ю,medium,tv,core,
w_0726f20063,інтернет,medium,internet,core,internet
w_1456e780ea,інтерпол,medium,society,reject,
